id_sequencage	Acidobacteria	Actinobacteria	Armatimonadetes	Bacteroidetes	Chlamydiae	Chlorobi	Chloroflexi	Crenarchaeota	Cyanobacteria	Deinococcus.Thermus	Dictyoglomi	Elusimicrobia	Euryarchaeota	Fibrobacteres	Firmicutes	Fusobacteria	Gemmatimonadetes	Nitrospinae	Nitrospirae	Planctomycetes	Proteobacteria	Spirochaetes	Synergistetes	TM6	Tenericutes	Thaumarchaeota	Thermodesulfobacteria	Thermotogae	Verrucomicrobia	Unknown	Unclassified
11	2241.66816216762	7575.71105017266	124.874357969879	4546.64068636164	0.867183041457493	39.0232368655872	4560.51561502496	5.20309824874496	82.3823889384618	5.20309824874496	1.73436608291499	45.9607011972471	0	12.1405625804049	1343.26653121766	0.867183041457493	567.1377091132	13.8749286633199	265.358010685993	3830.34749411775	25489.1111375601	0	3.46873216582997	0.867183041457493	0	4.33591520728747	0.867183041457493	0	216.795760364373	63.304362026397	188.178719996276
12	2468.07119770612	8837.32835786704	112.301067941126	3356.27055324048	1.27614849933098	20.4183759892957	3787.60874601435	3.82844549799294	65.08357346588	8.93303949531686	5.10459399732392	48.4936429745772	0	7.65689099598588	1204.68418336845	0	550.020003211652	12.7614849933098	288.409560848801	3819.51245849762	26273.3453042262	0	3.82844549799294	0	0	3.82844549799294	0	2.55229699866196	159.518562416373	53.5982369719012	135.271740929084
13	2085.3746862837	8695.09227151506	136.474694392389	4265.86809896209	1.03389919994234	37.2203711979242	4217.2748365648	9.30509279948104	77.5424399956754	6.20339519965403	2.06779839988468	49.6271615972322	0	12.4067903993081	1260.32312472971	0	441.474958375378	10.3389919994234	197.474747188987	3723.07101899236	25698.5985137668	0	5.16949599971169	1.03389919994234	2.06779839988468	2.06779839988468	2.06779839988468	0	116.830609593484	82.7119359953871	90.9831295949258
14	1673.74676682389	7075.42644382155	80.1906528951837	4143.805365886	0.932449452269578	14.9191912363132	2326.4613834126	8.3920450704262	137.070069483628	4.66224726134789	1.86489890453916	20.5138879499307	0	18.6489890453916	902.611069796951	0	303.046071987613	3.72979780907831	118.421080438236	4872.04838810854	29236.9525759126	0	2.79734835680873	0	0	0	0	0	116.556181533697	39.1628769953223	127.745574960932
15	2188.78399342172	8930.90196103742	103.911967364466	3419.14590487545	3.31633938397231	21.0034827651579	3713.19466358766	11.054464613241	259.779918411164	7.73812522926871	2.2108929226482	17.6871433811856	0	7.73812522926871	1422.70959572412	0	532.825194358217	3.31633938397231	202.296702422311	3437.93849471796	26631.3106997589	0	6.63267876794461	0	2.2108929226482	5.52723230662051	1.1054464613241	1.1054464613241	117.177324900355	59.6941089115015	119.388217823003
16	2783.75998059329	9917.46772306914	76.1789605078869	3994.87633578648	1.29116882216757	29.6968829098542	2998.09400507311	6.45584411083787	74.8877916857193	5.1646752886703	2.58233764433515	20.6587011546812	0	6.45584411083787	1437.07089907251	0	631.381554039944	6.45584411083787	202.713505080309	4105.91685449289	24330.7852849258	0	5.1646752886703	0	0	1.29116882216757	0	1.29116882216757	80.0524669743896	55.5202593532057	454.491425402986
17	1718.09801049479	7467.28241123641	83.6431222198157	2828.5031330252	0	23.8980349199474	1955.37135719998	0	8.53501247140977	0.853501247140977	0.853501247140977	37.554054874203	0.853501247140977	17.0700249428195	3457.5335521681	0	87.9106284555206	13.6560199542556	124.611182082583	1157.34769112316	31340.5657950167	0.853501247140977	1.70700249428195	2.56050374142293	0	0.853501247140977	0	0	725.47606006983	31.5795461442161	142.534708272543
18	2183.93394713351	9447.75808910635	80.1773010728468	3278.89261103881	1.19667613541562	20.3434943020656	4363.08118972536	10.7700852187406	43.0803408749625	3.59002840624687	1.19667613541562	45.4736931457937	1.19667613541562	8.37673294790937	1324.7204819051	0	522.947471176628	11.9667613541562	226.171789593553	3615.1586050906	25692.6366273734	0	4.78670454166249	1.19667613541562	1.19667613541562	4.78670454166249	2.39335227083125	1.19667613541562	180.698096447759	43.0803408749625	107.700852187406
19	2231.07209243532	8722.52554367621	93.4480457564532	4422.85352926849	0	27.6096498825884	3492.62071014744	9.55718649781908	49.909751710833	4.24763844347514	0	36.1049267695387	1.06190961086879	14.866734552163	1256.23906965777	0	560.688274538719	8.49527688695029	221.939108671576	3463.94915065398	26246.1579422329	0	4.24763844347514	0	1.06190961086879	3.18572883260636	1.06190961086879	1.06190961086879	141.233978245549	76.4574919825526	138.048249412942
20	1939.83254505079	9110.478009482	138.856423070502	4425.11307533661	1.66295117449703	29.9331211409466	3865.53000511835	13.3036093959763	234.476115604082	7.48328028523665	0.831475587248517	56.5403399328991	0	9.14623145973368	1315.39437902715	0	468.952231208163	8.31475587248516	217.015128271863	4020.18446434658	24962.560080375	0	0.831475587248517	0.831475587248517	0	5.82032911073962	1.66295117449703	0.831475587248517	204.542994463135	74.8328028523665	114.743631040295
21	2277.06192588039	8261.08015569006	99.3148396469112	3547.81324762761	1.19656433309532	28.7175439942876	4173.61639383646	11.9656433309532	19.1450293295251	7.1793859985719	1.19656433309532	55.0419593223845	0	13.1622076640485	1257.58911408318	0	445.121931911458	11.9656433309532	245.29568828454	4089.85689051979	26331.5947140955	0	7.1793859985719	0	2.39312866619063	4.78625733238126	0	3.58969299928595	177.091521298107	52.6488306561939	104.101096979292
22	2295.66294984288	6347.28731949347	125.819988597158	5303.20215095916	1.10368411050139	33.1105233150416	4510.75695961917	9.93315699451248	48.562100862061	5.51842055250693	1.10368411050139	49.6657849725624	0	14.347893436518	1352.0130353642	0	549.63468702969	7.72578877350971	208.596296884762	3741.4891345997	26270.9928822645	0	3.31105233150416	0	0	7.72578877350971	0	0	136.856829702172	58.4952578565735	146.789986696684
23	1758.99851913938	7729.92595625528	74.5546647609148	2693.79931575701	0	32.7712812135889	2144.06107339905	3.27712812135889	9.01210233373695	0	0.819282030339723	42.6026655776656	0	15.5663585764547	3300.0680182084	0	127.807996732997	7.3735382730575	136.000817036394	1364.92386254598	30922.9809531425	0	2.45784609101917	1.63856406067945	0	0	0.819282030339723	0	688.196905485367	32.7712812135889	139.277945157753
24	2236.26378544024	8874.76512755037	104.133354386041	4135.39583605567	0	28.6366724561614	4229.1158550031	10.4133354386041	75.49668192988	5.20666771930207	2.60333385965103	45.5583425438931	0	18.2233370175572	1183.21523921139	0	512.856770351254	6.50833464912758	252.52338438615	3938.84412965201	25252.338438615	0	1.30166692982552	0	0	6.50833464912758	1.30166692982552	3.90500078947655	137.976694561505	66.3850134211013	100.228353596565
25	2346.94339994891	8423.54048560135	150.42036581431	3578.26908677503	0	28.9269934258288	3147.25688473018	8.67809802774865	32.783925882606	2.89269934258288	0	43.3904901387432	1.92846622838859	23.1415947406631	1669.08752067032	0	457.046496128095	4.82116557097147	208.274352665968	3690.12012802156	27088.2008770603	0	3.85693245677718	0.964233114194294	1.92846622838859	2.89269934258288	0	1.92846622838859	80.0313484781264	92.5663789626522	139.813801558173
26	2116.64219347131	8644.82105418149	124.362056020641	4526.77883915133	0.82908037347094	38.9667775531342	4258.98587852022	20.7270093367735	59.6937868899077	8.2908037347094	0.82908037347094	60.5228672633786	0	8.2908037347094	1307.45974896367	0	485.841098853971	5.80356261429658	252.040433535166	4037.62141880348	24929.6177498977	0	2.48724112041282	1.65816074694188	0	9.11988410818034	0.82908037347094	0	171.619637308485	67.1555102511461	88.7115999613906
27	2068.91191037053	7979.79220020987	60.2091775220727	4887.3242719641	0	11.4189819438414	3189.01023013461	8.30471414097554	28.0284102257924	7.2666248733536	3.11426780286583	14.5332497467072	0	2.07617853524388	1077.53665979158	0	369.559779273411	4.15235707048777	167.132372087133	4656.86845455203	26349.8198800478	0	1.03808926762194	1.03808926762194	0	2.07617853524388	1.03808926762194	1.03808926762194	205.541674989145	36.333124366768	96.5423018888406
28	2751.03995454353	8372.54148754526	125.935530673658	3635.84562263862	1.08565112649705	22.7986736564381	3708.58424811393	4.3426045059882	23.8843247829351	1.08565112649705	0	49.9399518188644	0	5.42825563248526	1163.81800760484	0	527.626447477567	5.42825563248526	222.558480931896	4547.79256889615	25867.8093910452	0	5.42825563248526	0	0	3.25695337949115	3.25695337949115	2.1713022529941	89.0233923727582	46.6829984393732	42.340393933385
29	1970.90822309209	7949.08439002188	78.5417971842425	3590.83279001709	0	30.2713176647601	2644.24050520283	4.90886232401516	24.5443116200758	4.09071860334597	0.818143720669193	43.3616171954672	0	13.9084432513763	2427.4324192255	0	255.260840848788	7.36329348602274	143.175151117109	2802.96038701266	28616.2129178464	0	1.63628744133839	0.818143720669193	0	0.818143720669193	0.818143720669193	0.818143720669193	434.434315675341	28.6350302234218	153.811019485808
30	2314.93882081587	9410.28093286033	95.8994057915332	4228.07127053051	0	30.3479132251687	4810.75120445375	13.3530818190742	50.9844942182835	8.49741570304725	0	49.7705776892767	0	9.711332232054	1510.1121620844	0	497.705776892767	7.2834991740405	276.772968613539	4079.97345399169	23364.2514337929	0	6.06958264503375	0	0	12.1391652900675	2.4278330580135	1.21391652900675	190.58489505406	88.6159066174927	169.948314060945
31	1973.54222450177	8215.01490798255	107.594885520479	4225.28023408802	0.969323292977292	34.8956385471825	4428.83812561325	11.6318795157275	22.2944357384777	5.81593975786375	1.93864658595458	18.4171425665685	0	24.2330823244323	1266.90554392132	2.90796987893188	382.88270072603	6.78526305084104	230.698943728595	3865.66129239344	26110.6615429293	0	0.969323292977292	0	0	3.87729317190917	1.93864658595458	0.969323292977292	94.9936827117746	66.8833072154331	123.104058208116
32	2126.29641938148	9899.60470617827	72.7597405988027	5173.64555504898	0	23.9679145501938	2850.46983757662	12.8399542233181	53.9278077379361	5.99197863754846	0.855996948221208	34.2398779288483	0	8.55996948221208	1173.57181601128	0	500.758214709407	2.56799084466362	243.959130243044	5400.4847463276	23232.6131716718	0	4.27998474110604	0.855996948221208	0	5.13598168932725	3.42398779288483	1.71199389644242	217.423224848187	58.2077924790421	121.551566647412
33	1884.63401583777	7517.34787027362	101.480293160495	4697.08785485722	2.23033611341748	24.5336972475923	4147.31000289981	6.69100834025245	47.9522264384759	7.80617639696119	1.11516805670874	23.4185291908836	0	6.69100834025245	1138.58658589962	0	420.418357379195	1.11516805670874	202.960586320991	3657.75122600467	27020.5220140528	0	3.34550417012622	0	0	3.34550417012622	1.11516805670874	0	136.050502918466	41.2612180982234	134.935334861758
34	2222.28245074455	7545.44594140988	131.274068820353	3776.00482242545	0.93767192014538	21.5664541633437	4569.27526686844	6.56370344101766	41.2575644863967	4.6883596007269	0.93767192014538	51.5719556079959	0	2.81301576043614	1480.58396190956	0	530.722306802285	5.62603152087228	201.599462831257	4086.37422799357	26267.9411709527	0	1.87534384029076	2.81301576043614	0	2.81301576043614	2.81301576043614	2.81301576043614	95.6425358548288	75.9514255317758	97.5178796951196
35	1932.92944199141	9129.76629555535	91.5052005237517	4091.32015125269	0	38.6774558914827	3218.71901223753	9.43352582719089	27.3572248988536	3.77341033087636	0.943352582719089	45.2809239705163	0	16.9803464889436	1630.11326293859	0	398.094789907456	3.77341033087636	170.746817472155	3633.79414863393	26263.8792554822	0	5.66011549631454	0	0.943352582719089	1.88670516543818	0.943352582719089	0	303.759531635547	44.3375713877972	165.086701975841
36	2289.7678598272	8544.27390295385	97.5461644321004	3808.15091934266	5.13400865432108	17.9690302901238	4840.08665886119	7.70101298148161	33.371056253087	7.70101298148161	1.28350216358027	29.5205497623462	0	0	1413.13588210188	0	541.637913030874	5.13400865432108	206.643848336423	3358.92516208956	25680.311288914	0	3.85050649074081	0	0	3.85050649074081	0	1.28350216358027	138.618233666669	69.3091168333345	124.499709867286
37	1326.9057875686	8891.28168189098	31.4000606218524	2570.7533502665	0	68.8775523318052	2630.51475596615	2.02581036270015	8.10324145080062	1.01290518135008	8.10324145080062	29.3742502591522	0	4.05162072540031	3412.47755596841	5.06452590675039	66.8517419691051	8.10324145080062	214.735898446216	1678.38388549708	29641.6572270287	0	4.05162072540031	1.01290518135008	2.02581036270015	5.06452590675039	0	0	423.394365804332	82.0453196893562	112.432475129859
